1/2/2020,10938.6
1/2/2020,2090
1/2/2020,49575.6
1/2/2020,81317.52
1/2/2020,600
1/2/2020,125753.2
1/2/2020,284067
1/2/2020,75
1/3/2020,21534.6
1/3/2020,4506
1/3/2020,8244.6
1/3/2020,120
1/3/2020,1045
1/3/2020,15120
1/3/2020,64192.32
1/3/2020,5334
1/3/2020,300
1/3/2020,65025
1/3/2020,80511
1/3/2020,5940
1/3/2020,9979.2
1/3/2020,63168
1/3/2020,100683
1/3/2020,540
1/2/2020,210
1/3/2020,140
1/3/2020,280
1/3/2020,280
1/3/2020,70
1/4/2020,810
1/4/2020,70
1/4/2020,210
1/4/2020,210
1/4/2020,31920
1/4/2020,46872
1/4/2020,2084.8
1/4/2020,475
1/6/2020,333396
1/6/2020,75764
1/6/2020,33811.2
1/4/2020,105
1/6/2020,370530
1/6/2020,367848
1/6/2020,540
1/6/2020,450
1/6/2020,287863.2
1/4/2020,28500
1/6/2020,102761.28
1/6/2020,4504
1/6/2020,99
1/6/2020,665
1/6/2020,70
1/6/2020,140
1/6/2020,210
1/6/2020,210
1/6/2020,210
1/6/2020,280
1/7/2020,475
1/7/2020,336
1/7/2020,140
1/7/2020,83.2
1/8/2020,77343.2
1/7/2020,56490.24
1/7/2020,6384
1/7/2020,147
1/8/2020,600
1/8/2020,175842
1/8/2020,360
1/8/2020,5940
1/7/2020,140
1/7/2020,210
1/7/2020,140
1/8/2020,70
1/7/2020,93.6
1/8/2020,104591.52
1/8/2020,25948
1/8/2020,380
1/8/2020,210
1/8/2020,120
1/7/2020,70
1/8/2020,210
1/8/2020,280
1/8/2020,210
1/8/2020,140
1/8/2020,70
1/8/2020,140
1/8/2020,70
1/8/2020,70
1/7/2020,14250
1/9/2020,14250
1/9/2020,4572
1/10/2020,94093.2
1/10/2020,52734
1/10/2020,540
1/9/2020,2945
1/9/2020,165
1/9/2020,11
1/9/2020,17798.4
1/9/2020,70
1/9/2020,140
1/9/2020,221
1/9/2020,210
1/9/2020,210
1/9/2020,140
1/9/2020,140
1/10/2020,210
1/10/2020,4612.6
1/10/2020,190
1/10/2020,135
1/11/2020,21384
1/11/2020,450
1/11/2020,83517.12
1/11/2020,18787.2
1/10/2020,360
1/11/2020,3505
1/11/2020,213
1/11/2020,150.8
1/11/2020,210
1/11/2020,6384
1/11/2020,14250
1/10/2020,350
1/11/2020,140
1/11/2020,210
1/11/2020,140
1/11/2020,70
1/13/2020,600
1/13/2020,125478
1/13/2020,540
1/13/2020,360
1/13/2020,47376
1/13/2020,12236.4
1/13/2020,46872
1/13/2020,3599
1/13/2020,4750
1/13/2020,135
1/14/2020,3800
1/13/2020,140
1/13/2020,140
1/13/2020,249.6
1/14/2020,210
1/14/2020,70
1/14/2020,210
1/14/2020,70
1/14/2020,140
1/14/2020,70
1/15/2020,13834.8
1/15/2020,42615
1/15/2020,210
1/15/2020,140
1/15/2020,70
1/15/2020,70
1/15/2020,140
1/15/2020,280
1/15/2020,140
1/15/2020,280
1/15/2020,140
1/15/2020,119.6
1/15/2020,140
1/14/2020,3726.6
1/14/2020,120
1/14/2020,350
1/14/2020,1425
1/14/2020,14250
1/16/2020,14250
1/15/2020,15120
1/15/2020,1994.8
1/15/2020,190
1/15/2020,165
1/16/2020,140
1/16/2020,140
1/16/2020,140
1/16/2020,210
1/16/2020,140
1/16/2020,140
1/17/2020,108531
1/17/2020,8726.4
1/17/2020,154305
1/17/2020,600
1/17/2020,600
1/17/2020,98822.2
1/17/2020,153270
1/17/2020,90136.6
1/16/2020,4820
1/16/2020,120
1/16/2020,23.5
1/17/2020,14250
1/17/2020,140
1/17/2020,31920
1/17/2020,2959
1/17/2020,570
1/17/2020,90
1/17/2020,560
1/18/2020,450
1/20/2020,600
1/20/2020,43632
1/20/2020,51606
1/18/2020,9576
1/18/2020,30872.6
1/18/2020,570
1/18/2020,20.8
1/18/2020,75
1/16/2020,4979.6
1/20/2020,6175
1/20/2020,123
1/20/2020,70
1/20/2020,8857.5
1/20/2020,70
1/20/2020,210
1/20/2020,280
1/20/2020,210
1/21/2020,420
1/21/2020,140
1/21/2020,280
1/21/2020,210
1/21/2020,280
1/20/2020,14250
1/20/2020,292248
1/20/2020,9979.2
1/21/2020,2375
1/21/2020,9072
1/21/2020,4449.4
1/21/2020,120
1/21/2020,41.6
1/22/2020,48927
1/22/2020,155340
1/22/2020,62719.2
1/22/2020,280
1/22/2020,280
1/22/2020,140
1/22/2020,280
1/22/2020,14250
1/22/2020,36525.6
1/22/2020,14181.6
1/22/2020,490
1/22/2020,1050
1/22/2020,120
1/23/2020,51775.2
1/23/2020,46872
1/23/2020,210
1/23/2020,280
1/23/2020,4124
1/23/2020,3135
1/23/2020,90
1/23/2020,70
1/24/2020,100839.6
1/24/2020,50572
1/24/2020,109256.4
1/24/2020,140
1/24/2020,151200
1/24/2020,219753
1/24/2020,86032.56
1/24/2020,4514.4
1/24/2020,47733.2
1/24/2020,14250
1/24/2020,180
1/24/2020,1024
1/24/2020,138
1/24/2020,94752
1/24/2020,380
1/24/2020,280
1/24/2020,490
1/24/2020,70
1/24/2020,52
1/24/2020,140
1/27/2020,51089
1/27/2020,900
1/27/2020,86886
1/24/2020,140
1/24/2020,29172
1/27/2020,1176
1/27/2020,90
1/27/2020,124182
1/27/2020,206627.4
1/27/2020,280
1/27/2020,105
1/27/2020,3420
1/27/2020,70
1/27/2020,210
1/27/2020,70
1/27/2020,5140.35
1/27/2020,3230
1/28/2020,3135
1/28/2020,14250
1/28/2020,132
1/28/2020,140
1/28/2020,210
1/28/2020,140
1/29/2020,900
1/29/2020,88779.6
1/29/2020,450
1/29/2020,83880
1/29/2020,4572
1/29/2020,600
1/29/2020,600
1/29/2020,77670
1/29/2020,48927
1/29/2020,4276.8
1/29/2020,70
1/29/2020,140
1/29/2020,140
1/29/2020,280
1/29/2020,210
1/29/2020,140
1/29/2020,140
1/31/2020,165582
1/31/2020,55159.2
1/29/2020,1466
1/29/2020,165
1/29/2020,380
1/31/2020,270432
1/30/2020,100272.6
1/30/2020,3528
1/30/2020,15120
1/30/2020,165
1/30/2020,1140
1/30/2020,70
1/30/2020,140
1/30/2020,140
1/30/2020,140
1/30/2020,140
1/31/2020,31920
1/31/2020,7980
1/31/2020,210
1/31/2020,70
1/31/2020,140
2/1/2020,90
2/1/2020,90
2/1/2020,272358
1/30/2020,14250
1/31/2020,2604
1/31/2020,165
1/31/2020,190
1/31/2020,9576
2/1/2020,210
2/1/2020,1268
2/1/2020,70
2/1/2020,285
2/1/2020,22344
2/3/2020,4514.4
2/3/2020,9979.2
2/1/2020,56332.32
2/1/2020,14250
2/1/2020,117
2/3/2020,34143
2/3/2020,49048.2
2/3/2020,49204.44
2/3/2020,138
2/3/2020,1900
2/3/2020,8097.6
2/1/2020,140
2/4/2020,210
2/4/2020,350
2/5/2020,9340.2
2/5/2020,17377.2
2/5/2020,66270
2/5/2020,720
2/3/2020,14250
2/5/2020,2257.2
2/4/2020,14295.6
2/4/2020,9319.5
2/4/2020,718
2/4/2020,120
2/4/2020,570
2/4/2020,32256
2/4/2020,350
2/4/2020,140
2/4/2020,140
2/4/2020,70
2/4/2020,140
2/5/2020,150
2/5/2020,3990
2/5/2020,70
2/5/2020,28636.6
2/5/2020,16826.4
2/5/2020,13364.4
2/5/2020,140
2/5/2020,140
2/5/2020,140
2/5/2020,132.6
2/5/2020,70
2/6/2020,140
2/6/2020,70
2/7/2020,96930
2/7/2020,151200
2/7/2020,8280
2/7/2020,2257.2
2/7/2020,14250
2/7/2020,86032.56
2/7/2020,3453.3
2/7/2020,150
2/7/2020,760
2/7/2020,350
2/7/2020,210
2/7/2020,140
2/6/2020,140
2/6/2020,140
2/6/2020,70
2/6/2020,135
2/6/2020,95
2/6/2020,4605.6
2/8/2020,70
2/8/2020,13435.2
2/8/2020,1330
2/8/2020,70
2/10/2020,54717.48
2/10/2020,63168
2/8/2020,280
2/8/2020,95
2/8/2020,3252
2/8/2020,48
2/6/2020,15
2/10/2020,75247
2/10/2020,270
2/10/2020,14250
2/8/2020,1090
2/10/2020,783
2/10/2020,114
2/10/2020,855
2/10/2020,70
2/12/2020,348894
2/11/2020,34143
2/12/2020,159480
2/12/2020,197118
2/12/2020,600
2/12/2020,107730
2/12/2020,10530
2/11/2020,78120
2/12/2020,323146.8
2/11/2020,2954.15
2/11/2020,3800
2/11/2020,280
2/11/2020,120
2/12/2020,650
2/12/2020,950
2/12/2020,4446.4
2/12/2020,135
2/12/2020,14250
2/13/2020,540
2/12/2020,140
2/12/2020,140
2/12/2020,70
2/12/2020,130
2/12/2020,130
2/13/2020,672
2/13/2020,1425
2/13/2020,130
2/13/2020,165
2/13/2020,210
2/13/2020,1805
2/13/2020,260
2/13/2020,260
2/14/2020,70
2/14/2020,231.4
2/13/2020,70
2/13/2020,70
2/14/2020,75698.2
2/14/2020,3192
2/15/2020,260
2/15/2020,140
2/15/2020,140
2/15/2020,260
2/15/2020,350
2/17/2020,30240
2/17/2020,12236.4
2/14/2020,14250
2/13/2020,70
2/13/2020,231.4
2/14/2020,350
2/14/2020,260
2/14/2020,140
2/14/2020,1567.5
2/14/2020,23624.5
2/14/2020,210
2/14/2020,475
2/15/2020,886
2/15/2020,570
2/15/2020,120
2/15/2020,130
2/15/2020,70
2/19/2020,61740
2/19/2020,176220
2/19/2020,235080
2/19/2020,52640
2/19/2020,180
2/15/2020,130
2/15/2020,130
2/15/2020,260
2/15/2020,260
2/17/2020,15120
2/17/2020,3192
2/17/2020,159
2/17/2020,2565
2/17/2020,54290.64
2/17/2020,86032.56
2/17/2020,14250
2/17/2020,280
2/17/2020,520
2/17/2020,140
2/17/2020,210
2/17/2020,210
2/17/2020,210
2/17/2020,260
2/17/2020,260
2/18/2020,140
2/18/2020,260
2/18/2020,260
2/18/2020,260
2/18/2020,260
2/18/2020,130
2/18/2020,390
2/18/2020,130
2/18/2020,520
2/18/2020,520
2/18/2020,70
2/18/2020,390
2/18/2020,260
2/18/2020,130
2/18/2020,70
2/18/2020,361.4
2/19/2020,14250
2/19/2020,70
2/19/2020,260
2/19/2020,130
2/19/2020,130
2/19/2020,260
2/19/2020,70
2/19/2020,130
2/19/2020,520
2/19/2020,390
2/19/2020,70
2/18/2020,31920
2/18/2020,665
2/18/2020,102
2/18/2020,140
2/19/2020,165
2/19/2020,1995
2/19/2020,140
2/19/2020,8242.35
2/20/2020,540
2/20/2020,99309.12
2/20/2020,107.5
2/20/2020,107.5
2/20/2020,70
2/21/2020,106539.6
2/21/2020,88959.6
2/20/2020,70
2/20/2020,140
2/20/2020,260
2/20/2020,260
2/20/2020,260
2/20/2020,260
2/20/2020,260
2/21/2020,300
2/21/2020,600
2/21/2020,81720
2/21/2020,47507.6
2/20/2020,504
2/20/2020,570
2/22/2020,324972
2/20/2020,180
2/20/2020,140
2/20/2020,107.5
2/22/2020,810
2/21/2020,14250
2/20/2020,215
2/22/2020,5940
2/22/2020,59281.2
2/22/2020,7959.6
2/21/2020,215
2/21/2020,322.5
2/21/2020,130
2/21/2020,215
2/21/2020,215
2/21/2020,107.5
2/21/2020,130
2/21/2020,53.75
2/21/2020,130
2/21/2020,215
2/21/2020,260
2/21/2020,2090
2/21/2020,53.75
2/21/2020,17398
2/22/2020,90747.6
2/21/2020,135
2/22/2020,215
2/22/2020,107.5
2/22/2020,107.5
2/22/2020,53.75
2/22/2020,215
2/22/2020,215
2/21/2020,20565.6
2/21/2020,14181.6
2/22/2020,168
2/22/2020,140
2/26/2020,52640
2/26/2020,180
2/26/2020,3682.8
2/24/2020,11820.8
2/24/2020,2470
2/24/2020,3192
2/24/2020,34143
2/24/2020,4572
2/24/2020,258390
2/24/2020,600
2/24/2020,76798
2/24/2020,15120
2/24/2020,46872
2/24/2020,600
2/24/2020,213228
2/26/2020,140
2/24/2020,14250
2/26/2020,14250
2/27/2020,180
2/24/2020,81
2/27/2020,540
2/26/2020,140
2/26/2020,140
2/26/2020,140
2/26/2020,140
2/26/2020,140
2/26/2020,140
2/26/2020,140
2/26/2020,140
2/26/2020,140
2/26/2020,140
2/26/2020,161.25
2/26/2020,140
2/26/2020,140
2/26/2020,53.75
2/26/2020,53.75
2/26/2020,140
2/27/2020,53.75
2/27/2020,53.75
2/27/2020,70.2
2/27/2020,140
2/26/2020,21548.1
2/26/2020,280
2/26/2020,285
2/26/2020,950
2/26/2020,9576
2/28/2020,10395
2/28/2020,151200
2/28/2020,86032.56
2/26/2020,53.75
2/28/2020,180
2/27/2020,1344
2/27/2020,180
2/27/2020,285
3/2/2020,109256.4
3/2/2020,73113.2
3/2/2020,220788
3/2/2020,46872
2/28/2020,6986.1
2/28/2020,12768
2/28/2020,760
2/28/2020,117
3/2/2020,9979.2
3/2/2020,300
3/2/2020,49086
2/28/2020,105.35
2/28/2020,140
2/28/2020,140
2/28/2020,140
2/28/2020,14250
2/29/2020,380
2/29/2020,168
2/29/2020,150
2/29/2020,322.5
2/29/2020,53974.8
3/2/2020,2945
3/2/2020,53.75
3/2/2020,140
3/2/2020,14250
3/2/2020,126
3/2/2020,107.5
3/2/2020,107.5
3/2/2020,107.5
3/2/2020,140
3/2/2020,70
3/2/2020,107.5
3/2/2020,107.5
3/2/2020,280
3/2/2020,107.5
3/2/2020,107.5
3/2/2020,107.5
3/2/2020,210
3/2/2020,67.6
3/2/2020,210
3/2/2020,107.5
3/3/2020,180
3/2/2020,107.5
3/2/2020,107.5
3/3/2020,5929.6
3/2/2020,168
3/3/2020,944
3/3/2020,215
3/3/2020,3192
3/3/2020,36525.6
3/3/2020,70
3/3/2020,150
3/3/2020,140
3/3/2020,107.5
3/3/2020,107.5
3/3/2020,107.5
3/3/2020,107.5
3/3/2020,107.5
3/3/2020,140
3/3/2020,107.5
3/3/2020,140
3/3/2020,210
3/3/2020,107.5
3/3/2020,107.5
3/3/2020,107.5
3/3/2020,107.5
3/3/2020,107.5
3/3/2020,107.5
3/3/2020,107.5
3/4/2020,98172
3/4/2020,54802
3/4/2020,9072
3/4/2020,1650
3/4/2020,950
3/4/2020,165
3/4/2020,14250
3/4/2020,140
3/4/2020,140
3/4/2020,140
3/4/2020,70
3/4/2020,129
3/4/2020,46.8
3/4/2020,49.4
3/4/2020,585
3/5/2020,720
3/5/2020,360
3/5/2020,4363.2
3/5/2020,5426.4
3/5/2020,140
3/5/2020,150
3/5/2020,140
3/5/2020,140
3/5/2020,70
3/6/2020,107989.2
3/6/2020,54081
3/6/2020,18400
3/6/2020,78570
3/6/2020,52640
3/6/2020,360
3/6/2020,140
3/6/2020,140
3/6/2020,140
3/6/2020,140
3/6/2020,35877.6
3/6/2020,475
3/6/2020,7980
3/6/2020,950
3/6/2020,180
3/6/2020,14250
3/9/2020,12236.4
3/9/2020,86032.56
3/9/2020,53701.92
3/9/2020,2341
3/9/2020,2660
3/9/2020,140
3/10/2020,270
3/9/2020,123
3/9/2020,14250
3/7/2020,46872
3/7/2020,1176
3/7/2020,105
3/7/2020,380
3/10/2020,886
3/10/2020,210
3/10/2020,90
3/10/2020,70
3/10/2020,140
3/10/2020,140
3/10/2020,140
3/10/2020,70
3/10/2020,90
3/11/2020,600
3/11/2020,175230
3/11/2020,278712
3/11/2020,55742
3/11/2020,10554.5
3/11/2020,2106
3/11/2020,2257.2
3/11/2020,180
3/11/2020,94752
3/11/2020,20565.6
3/11/2020,9576
3/11/2020,233
2/4/2020,2851.2
2/10/2020,21784.8
3/11/2020,1140
3/11/2020,165
3/11/2020,14250
3/11/2020,1235
3/12/2020,268920
3/12/2020,4392
3/12/2020,78066
3/12/2020,4140
3/12/2020,37800
3/7/2020,752.5
3/12/2020,46872
3/11/2020,140
3/11/2020,70
3/11/2020,140
3/12/2020,140
3/12/2020,70
3/12/2020,140
3/12/2020,140
3/12/2020,140
3/13/2020,75600
3/13/2020,630
3/13/2020,270
3/13/2020,31920
3/13/2020,350
3/13/2020,6048
3/13/2020,14250
3/14/2020,215
3/14/2020,107.5
3/14/2020,215
3/14/2020,107.5
3/14/2020,107.5
3/14/2020,107.5
3/14/2020,107.5
3/14/2020,215
3/14/2020,107.5
3/14/2020,53.75
3/14/2020,53.75
3/14/2020,215
3/14/2020,107.5
3/14/2020,107.5
3/14/2020,107.5
3/12/2020,114
3/12/2020,140
3/13/2020,1130
3/13/2020,120
3/13/2020,950
3/16/2020,180
3/12/2020,171
3/14/2020,90
3/16/2020,14250
3/14/2020,336
3/14/2020,189
3/14/2020,8.6
3/16/2020,3990
3/16/2020,475
3/16/2020,111
3/17/2020,140
3/18/2020,180
1/24/2020,12474
1/29/2020,4844.4
3/18/2020,14250
3/17/2020,70
3/18/2020,140
3/18/2020,210
3/18/2020,210
3/18/2020,210
3/18/2020,140
3/18/2020,70
3/18/2020,210
3/17/2020,190
3/17/2020,81
3/19/2020,540
3/18/2020,105
3/18/2020,2185
3/19/2020,210
3/19/2020,129
3/20/2020,140
3/20/2020,340000
3/20/2020,140
3/20/2020,140
3/24/2020,340000
3/23/2020,95
3/23/2020,70
3/23/2020,126
3/24/2020,140
3/24/2020,95
3/24/2020,260
3/24/2020,70
3/24/2020,45
3/25/2020,210
3/25/2020,140
3/25/2020,140
3/25/2020,140
3/25/2020,140
3/25/2020,140
3/25/2020,140
3/25/2020,95
4/21/2020,2850
4/24/2020,6048
4/24/2020,6048
4/24/2020,6048
4/24/2020,6048
4/24/2020,6048
3/26/2020,168
4/24/2020,168
5/22/2020,26748
3/20/2020,285
4/30/2020,646
5/2/2020,1569.4
5/3/2020,1017.4
5/4/2020,1273.6
5/5/2020,408.6
5/6/2020,1199
5/7/2020,683.2
5/8/2020,825.1
5/9/2020,1714.3
5/10/2020,575.3
5/11/2020,2562.1
5/12/2020,1565.9
5/13/2020,5038.5
5/14/2020,1745.4
5/15/2020,1009.4
5/17/2020,1793.7
5/16/2020,1509.9
5/29/2020,109080
3/9/2020,3168
4/29/2020,844.8
5/1/2020,179452.8
6/2/2020,23619.6
3/26/2020,475
3/30/2020,168
3/25/2020,120
3/25/2020,190
3/25/2020,70
5/18/2020,1777.2
5/18/2020,469.3
5/19/2020,2081.1
5/20/2020,1685.2
5/21/2020,1521.8
5/22/2020,2586.5
5/23/2020,1422.4
5/24/2020,625.4
5/25/2020,1220.1
5/26/2020,1041.6
5/27/2020,2182.3
5/28/2020,7230.9
5/29/2020,2268.7
5/30/2020,1757.7
5/31/2020,1410.5
7/6/2020,30500
7/6/2020,2000
7/6/2020,168
6/1/2020,1160.6
6/1/2020,1439.8
6/2/2020,3316.6
6/2/2020,994
6/3/2020,1806.5
6/3/2020,1468.6
6/4/2020,1139.7
6/4/2020,649.2
6/5/2020,555.7
6/5/2020,1107.5
6/6/2020,1047.3
6/6/2020,2454.1
6/7/2020,490.8
6/7/2020,3116.8
6/8/2020,354.2
6/8/2020,6384
6/8/2020,2440
6/8/2020,144.8
6/9/2020,5814.3
6/10/2020,2477.6
6/11/2020,4649.5
6/12/2020,1812.4
7/8/2020,39650
7/15/2020,1560
6/13/2020,358.9
6/13/2020,1315
6/14/2020,1455.8
6/15/2020,2879.3
6/16/2020,2055.7
6/17/2020,3558.9
6/18/2020,2199.9
6/19/2020,4342.7
6/20/2020,6654.3
6/21/2020,2223.7
6/22/2020,5330.1
6/23/2020,13335.9
6/24/2020,7963.6
6/25/2020,2211.9
6/26/2020,2718.7
6/27/2020,4085.3
6/28/2020,5139.7
6/29/2020,4076.9
6/30/2020,3102.7
9/14/2020,247
9/14/2020,247
9/14/2020,247
9/14/2020,247
9/14/2020,247
9/14/2020,247
9/14/2020,247
9/14/2020,247
9/14/2020,247
9/14/2020,247
9/14/2020,471
9/14/2020,494
9/14/2020,247
9/14/2020,471
9/14/2020,494
9/14/2020,247
9/14/2020,471
9/14/2020,494
9/14/2020,247
9/14/2020,224
9/14/2020,23
9/14/2020,247
9/14/2020,224
9/14/2020,23
9/14/2020,247
9/14/2020,224
9/14/2020,23
9/14/2020,247
9/14/2020,224
9/14/2020,23
11/28/2020,200
11/28/2020,100
11/28/2020,100
11/28/2020,200
11/28/2020,100
11/28/2020,100
11/28/2020,100
11/28/2020,100
12/3/2020,55
12/3/2020,35
12/3/2020,80
12/2/2020,175
12/2/2020,67.5
12/2/2020,90
12/5/2020,100
12/5/2020,60
12/5/2020,60
12/5/2020,100
12/5/2020,400
12/5/2020,100
